surface,chambres,sdb,etage,location,prix
150 m²,4 chambres,3 sdbs,Étage 1,"Founty, Agadir",210
50 m²,2 chambres,1 sdb,Étage 3,"Cité Adrar, Agadir",400 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Salam, Agadir",11
50 m²,2 chambres,2 sdbs,Étage 2,"Hay Salam, Agadir",600 000
112 m²,Not Specified,Not Specified,Not Specified,"Tilila, Agadir",1 480 000
52 m²,2 chambres,1 sdb,Étage 2,"Hay Salam, Agadir",560 000
55 m²,2 chambres,1 sdb,Étage 2,"Haut Anza, Agadir",36 000
55 m²,2 chambres,1 sdb,Rez de chaussée,"Haut Anza, Agadir",36
73 m²,2 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",960 000
150 m²,3 chambres,2 sdbs,Étage 2,"Hay Qods, Agadir",1 400 000
58 m²,2 chambres,1 sdb,Étage 1,"Hay Salam, Agadir",650 000
73 m²,2 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",950 000
3472 m²,3 chambres,Not Specified,Rez de chaussée,"El Houda, Agadir",12 000
147 m²,3 chambres,2 sdbs,Étage 1,"Marina, Agadir",Not Specified
55 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Salam, Agadir",640 000
100 m²,2 chambres,2 sdbs,Étage 7,"Hay Mohammadi, Agadir",12 500 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Hay Salam, Agadir",900 000
102 m²,2 chambres,2 sdbs,Étage 4,"Hay Mohammadi, Agadir",1 400 000
107 m²,2 chambres,1 sdb,Étage 3,"Hay Salam, Agadir",1 150 000
Not Specified,2 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",860 000
120 m²,3 chambres,2 sdbs,Rez de chaussée,"Le bord de mer, Agadir",1 100 000
58 m²,2 chambres,1 sdb,Étage 4,"Hay Salam, Agadir",Not Specified
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Hay Dakhla, Agadir",920 000
85 m²,3 chambres,2 sdbs,Étage 1,"Agadir, Abattoirs",807 500
Not Specified,2 chambres,1 sdb,Étage 2,"Agadir, Abattoirs",598 500
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Agadir, El Houda",840 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Centre Ville, Agadir",Not Specified
122 m²,2 chambres,1 sdb,Étage 9,"Hay Mohammadi, Agadir",1 250 000
Not Specified,2 chambres,1 sdb,Étage 3,"Anza, Agadir",620 000
75 m²,2 chambres,1 sdb,Étage 1,"Ihchach, Agadir",975 000
64 m²,2 chambres,2 sdbs,Étage 1,"El Houda, Agadir",670 000
58 m²,2 chambres,1 sdb,Étage 2,"Hay Salam, Agadir",Not Specified
121 m²,2 chambres,2 sdbs,Étage 7,"Av Mokawama, Agadir",1 600 000
215 m²,4 chambres,Not Specified,Étage 4,"Autre secteur, Agadir",2 500 000
215 m²,4 chambres,Not Specified,Étage 4,"Autre secteur, Agadir",2 500 000
215 m²,4 chambres,3 sdbs,Étage 4,"Autre secteur, Agadir",2 500 000
0 m²,2 chambres,2 sdbs,Étage 3,"Abattoirs, Agadir",Not Specified
99 m²,3 chambres,Not Specified,Rez de chaussée,"El Houda, Agadir",1 200 000
100 m²,6 chambres,Not Specified,Étage 2,"Autre secteur, Agadir",Not Specified
360 m²,12 chambres,11 sdbs,Étage 2,"Tamraght, Agadir",8 500 000
76 m²,2 chambres,2 sdbs,Étage 1,"Tilila, Agadir",15 000 000
85 m²,2 chambres,2 sdbs,Étage 2,"Hay Mohammadi, Agadir",1 100 000
120 m²,3 chambres,2 sdbs,Rez de chaussée,"Tamraght, Agadir",1 150 000
90 m²,2 chambres,2 sdbs,Étage 4,"Av Mokawama, Agadir",1 100 000
110 m²,3 chambres,2 sdbs,Rez de chaussée,"Al Wifaq, Agadir",1 100 000
43 m²,1 chambre,1 sdb,Étage 5,"Anza, Agadir",650 000
54 m²,2 chambres,1 sdb,Étage 2,"Hay Salam, Agadir",Not Specified
54 m²,2 chambres,1 sdb,Étage 3,"Cité Adrar, Agadir",330 000
136 m²,1 chambre,1 sdb,Rez de chaussée,"Arghoud, Agadir",3 600 000
117 m²,3 chambres,2 sdbs,Étage 1,"Hay Salam, Agadir",1 200 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Hay Salam, Agadir",760 000
Not Specified,2 chambres,2 sdbs,Étage 2,"El Houda, Agadir",1 100 000
110 m²,2 chambres,1 sdb,Rez de chaussée,"Al Wifaq, Agadir",1 100 000
60 m²,2 chambres,1 sdb,Étage 3,"Hay Mohammadi, Agadir",590 000
54 m²,2 chambres,1 sdb,Étage 4,"Hay Salam, Agadir",Not Specified
56 m²,2 chambres,1 sdb,Étage 4,"El Houda, Agadir",560 000
54 m²,2 chambres,1 sdb,Rez de chaussée,"Cité Adrar, Agadir",540 000
110 m²,4 chambres,2 sdbs,Étage 2,"Hay Mohammadi, Agadir",975 000
110 m²,3 chambres,2 sdbs,Étage 1,"Hay Mohammadi, Agadir",995 000
50 m²,2 chambres,1 sdb,Étage 4,"Assaka, Agadir",48
89 m²,2 chambres,2 sdbs,Étage 2,"Founty, Agadir",Not Specified
66 m²,2 chambres,1 sdb,Étage 4,"Agadir, Hay Salam",920 000
85 m²,3 chambres,2 sdbs,Étage 1,"Agadir, Abattoirs",807 500
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Agadir, El Houda",840 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Anza, Agadir",430 000
122 m²,4 chambres,1 sdb,Étage 2,"Al Wifaq, Agadir",1 750 000
75 m²,2 chambres,2 sdbs,Étage 2,"Zone Industrielle Agadir, Agadir",820 000
50 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Agadir",270 000
53 m²,3 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",3 500
0 m²,2 chambres,2 sdbs,Étage 3,"Abattoirs, Agadir",Not Specified
Not Specified,3 chambres,1 sdb,Rez de chaussée,"Av des Far, Agadir",Not Specified
Not Specified,2 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",Not Specified
54 m²,2 chambres,1 sdb,Étage 2,"Hay Salam, Agadir",600 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Hay Mohammadi, Agadir",1 150 000
52 m²,1 chambre,Not Specified,Étage 1,"Hay Mohammadi, Agadir",750 000
78 m²,2 chambres,2 sdbs,Étage 4,"Av des Far, Agadir",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 3,"Hay Massira, Agadir",1 240 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay Salam, Agadir",Not Specified
0 m²,3 chambres,2 sdbs,Rez de chaussée,"Abattoirs, Agadir",Not Specified
94 m²,3 chambres,2 sdbs,Étage 3,"El Houda, Agadir",1 150 000
125 m²,3 chambres,3 sdbs,Étage 3,"Hay Mohammadi, Agadir",1 550 000
124 m²,4 chambres,2 sdbs,Étage 5,"Hay Salam, Agadir",950 000
120 m²,3 chambres,2 sdbs,Étage 4,"Hay Mohammadi, Agadir",1 800 000
69 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Mohammadi, Agadir",740 000
Not Specified,2 chambres,1 sdb,Étage 3,"Zone Industrielle Agadir, Agadir",530 000
Not Specified,1 chambre,1 sdb,Étage 1,"Zone Industrielle Agadir, Agadir",650 000
Not Specified,3 chambres,1 sdb,Étage 5,"Zone Industrielle Agadir, Agadir",960 000
Not Specified,2 chambres,1 sdb,Étage 1,"Zone Industrielle Agadir, Agadir",560 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,Agadir,790 000
60 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Agadir",Not Specified
59 m²,2 chambres,1 sdb,Étage 3,"Hay Salam, Agadir",620 000 000
Not Specified,3 chambres,1 sdb,Étage 1,"Autre secteur, Agadir",700 000
85 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Mohammadi, Agadir",1 400 000
105 m²,2 chambres,2 sdbs,Étage 2,"Marina, Agadir",Not Specified
70 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Agadir",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Founty, Agadir",2 000 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Hay Mohammadi, Agadir",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 1,"Cité Adrar, Agadir",Not Specified
71 m²,2 chambres,2 sdbs,Étage 3,"El Houda, Agadir",950 000
85 m²,3 chambres,2 sdbs,Étage 1,"Agadir, Abattoirs",807 500
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Agadir, El Houda",840 000
112 m²,3 chambres,2 sdbs,Étage 4,"Agadir, Sonaba",2 600 000
76 m²,2 chambres,1 sdb,Étage 2,"Tamraght, Agadir",3 250 000
60 m²,2 chambres,1 sdb,Étage 4,"Hay Salam, Agadir",650 000
Not Specified,2 chambres,Not Specified,Étage 4,"Hay Salam, Agadir",Not Specified
141 m²,3 chambres,3 sdbs,Étage 8,"Hay Mohammadi, Agadir",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Hay Mohammadi, Agadir",1 066 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Hay Mohammadi, Agadir",Not Specified
Not Specified,2 chambres,0 sdb,Étage 4,"Anza, Agadir",800 000
100 m²,3 chambres,2 sdbs,Étage 2,"Abattoirs, Agadir",Not Specified
55 m²,1 chambre,1 sdb,Étage 1,"Tamraght, Agadir",1 350 000
1 m²,2 chambres,1 sdb,Étage 3,"Tilila, Agadir",560 000
Not Specified,2 chambres,1 sdb,Étage 2,"Hay Mohammadi, Agadir",540 000
0 m²,3 chambres,2 sdbs,Étage 1,"Abattoirs, Agadir",Not Specified
100 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Agadir",1 350 000
0 m²,2 chambres,2 sdbs,Étage 3,"Abattoirs, Agadir",Not Specified
106 m²,3 chambres,2 sdbs,Étage 3,"Haut-Founty, Agadir",1 850 000
75 m²,2 chambres,1 sdb,Étage 1,"Haut Anza, Agadir",850 000
104 m²,2 chambres,2 sdbs,Étage 1,"Hay Mohammadi, Agadir",1 160 000
Not Specified,Not Specified,Not Specified,Not Specified,"Agadir Oufella, Agadir",13 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Talborjt, Agadir",2 250 000
70 m²,2 chambres,1 sdb,Étage 1,"Tilila, Agadir",Not Specified
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Sonaba, Agadir",4 000 000
70 m²,1 chambre,1 sdb,Étage 3,"Hay Salam, Agadir",63 000 000
78 m²,2 chambres,1 sdb,Étage 1,"El Houda, Agadir",980 000
65 m²,2 chambres,2 sdbs,Étage 1,"Haut Anza, Agadir",Not Specified
101 m²,3 chambres,2 sdbs,Étage 2,"Hay Mohammadi, Agadir",1 400 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Secteur Touristique, Agadir",Not Specified
0 m²,1 chambre,1 sdb,Rez de chaussée,"Founty, Agadir",Not Specified
66 m²,2 chambres,2 sdbs,Étage 1,"Abattoirs, Agadir",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Founty, Agadir",Not Specified
56 m²,2 chambres,1 sdb,Étage 4,"Hay Salam, Agadir",Not Specified
86 m²,2 chambres,1 sdb,Rez de chaussée,"Talborjt, Agadir",1 800 000
150 m²,3 chambres,2 sdbs,Étage 2,"Anoual Souss, Agadir",1 650 000
0 m²,1 chambre,1 sdb,Rez de chaussée,"Founty, Agadir",Not Specified
57 m²,2 chambres,1 sdb,Étage 1,"Cité Adrar, Agadir",550 000
90 m²,2 chambres,1 sdb,Rez de chaussée,"Arghoud, Agadir",Not Specified
112 m²,3 chambres,2 sdbs,Étage 4,"Agadir, Sonaba",2 600 000
85 m²,3 chambres,2 sdbs,Étage 1,"Agadir, Abattoirs",807 500
Not Specified,2 chambres,1 sdb,Étage 2,"Agadir, Abattoirs",598 500
Not Specified,3 chambres,2 sdbs,Étage 3,"Autre secteur, Agadir",2 050 000
118 m²,3 chambres,2 sdbs,Étage 1,"Hay Salam, Agadir",1 652 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Hay Salam, Agadir",1 300 000
76 m²,3 chambres,2 sdbs,Étage 1,"Agadir Oufella, Agadir",890 000
170 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Agadir",1 300 000
Not Specified,2 chambres,1 sdb,Étage 3,"Tassila, Agadir",470 000
87 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Agadir",820 000
137 m²,3 chambres,2 sdbs,Étage 1,"Marina, Agadir",Not Specified
80 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Agadir",1 200 000
0 m²,3 chambres,2 sdbs,Rez de chaussée,"Av Mokawama, Agadir",Not Specified
53 m²,2 chambres,1 sdb,Rez de chaussée,"Zone Industrielle Agadir, Agadir",650 000
67 m²,2 chambres,2 sdbs,Étage 3,"Cité Adrar, Agadir",700 000
75 m²,2 chambres,1 sdb,Étage 1,"Hay Mohammadi, Agadir",860 000
89 m²,2 chambres,2 sdbs,Étage 2,"Hay Mohammadi, Agadir",Not Specified
61 m²,2 chambres,1 sdb,Rez de chaussée,"Cité Adrar, Agadir",560 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Bouargane, Agadir",1 050 000
156 m²,3 chambres,2 sdbs,Étage 1,"Hay Mohammadi, Agadir",1 630 000
59 m²,2 chambres,1 sdb,Étage 1,"Cité Adrar, Agadir",680 000
Not Specified,3 chambres,0 sdb,Rez de chaussée,"Hay Mohammadi, Agadir",550 000
105 m²,2 chambres,1 sdb,Étage 5,"Hay Salam, Agadir",1 000 000
130 m²,2 chambres,1 sdb,Étage 1,"Amsernate, Agadir",1 450 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Tilila, Agadir",Not Specified
200 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Agadir",2 500 000
70 m²,2 chambres,2 sdbs,Étage 2,"El Houda, Agadir",860 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Hay Mohammadi, Agadir",Not Specified
121 m²,3 chambres,2 sdbs,Étage 1,"Founty, Agadir",3 500 000
120 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Mohammadi, Agadir",1 150 000
121 m²,3 chambres,2 sdbs,Étage 1,"Sonaba, Agadir",3 500 000
50 m²,2 chambres,1 sdb,Étage 3,"Hay Mohammadi, Agadir",640 000
70 m²,2 chambres,2 sdbs,Étage 2,"Hay Dakhla, Agadir",700 000
112 m²,4 chambres,2 sdbs,Étage 1,"Marina, Agadir",2 640 000
Not Specified,2 chambres,0 sdb,Not Specified,"Zone Industrielle Agadir, Agadir",500 000
Not Specified,3 chambres,Not Specified,Étage 1,"Hay Massira, Agadir",Not Specified
150 m²,3 chambres,2 sdbs,Étage 2,"Hay Qods, Agadir",1 400 000
8 m²,1 chambre,0 sdb,Étage 1,"Founty, Agadir",Not Specified
