surface,chambres,sdb,etage,location,prix
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",440 000
139 m²,3 chambres,2 sdbs,Étage 5,"Malabata, Tanger",3 200 000
120 m²,2 chambres,1 sdb,Étage 5,"El Majd, Tanger",1 500 000
70 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",7 500 000
Not Specified,Not Specified,Not Specified,Not Specified,"Boukhalef, Tanger",420 000
57 m²,2 chambres,1 sdb,Étage 5,"Val Fleuri, Tanger",920 000
90 m²,3 chambres,1 sdb,Étage 3,"Moujahidine, Tanger",800 000
57 m²,2 chambres,1 sdb,Étage 5,"Val Fleuri, Tanger",920 000
49 m²,3 chambres,3 sdbs,Étage 2,"Msala, Tanger",Not Specified
63 m²,3 chambres,2 sdbs,Étage 10,"Centre ville, Tanger",180 000
63 m²,2 chambres,1 sdb,Rez de chaussée,"Boukhalef, Tanger",550 000
58 m²,2 chambres,1 sdb,Étage 4,"Marjane, Tanger",370 000
85 m²,3 chambres,2 sdbs,Étage 2,"Marjane, Tanger",1 190 000
120 m²,3 chambres,2 sdbs,Étage 7,"Azib Haj Kaddour, Tanger",18 000
131 m²,3 chambres,3 sdbs,Étage 3,"Marjane, Tanger",14 000
58 m²,1 chambre,1 sdb,Rez de chaussée,"Autre secteur, Tanger",36
195 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",1 300 000
130 m²,2 chambres,2 sdbs,Étage 6,"Iberie, Tanger",2 340 000
44 m²,1 chambre,1 sdb,Étage 1,"De La Plage, Tanger",470 000
74 m²,2 chambres,1 sdb,Étage 1,"Mesnana, Tanger",770 000
65 m²,2 chambres,1 sdb,Rez de chaussée,"Star Hill, Tanger",1 900 000
86 m²,2 chambres,2 sdbs,Étage 10,"Tanger City Center, Tanger",1 350 000
75 m²,3 chambres,1 sdb,Étage 6,"Autre secteur, Tanger",750 000
69 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Hay Hassani",810 000
132 m²,3 chambres,2 sdbs,Étage 3,"Tanger, Marjane",13 500
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
63 m²,3 chambres,1 sdb,Rez de chaussée,"Gourziana, Tanger",650 000
Not Specified,2 chambres,1 sdb,Étage 7,"Mesnana, Tanger",19 500
80 m²,3 chambres,2 sdbs,Étage 3,"Tanja Balia, Tanger",1
Not Specified,1 chambre,1 sdb,Étage 1,"Autre secteur, Tanger",360 000
50 m²,1 chambre,1 sdb,Rez de chaussée,"Boukhalef, Tanger",330 000
83 m²,3 chambres,2 sdbs,Étage 3,"Centre, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 2,"la Nouvelle Ville Ibn Battouta, Tanger",560 000
120 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",1 000 000
Not Specified,2 chambres,0 sdb,Étage 2,"Marjane, Tanger",Not Specified
83 m²,2 chambres,2 sdbs,Étage 8,"Branes 1, Tanger",1 530 000
1000 m²,6 chambres,5 sdbs,Rez de chaussée,"Autre secteur, Tanger",Not Specified
75 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",950 000
Not Specified,1 chambre,1 sdb,Étage 1,"Tanja Balia, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",380 000
66 m²,2 chambres,1 sdb,Étage 5,"Tanja Balia, Tanger",790 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",15 500
55 m²,2 chambres,1 sdb,Étage 2,"Mesnana, Tanger",650 000
Not Specified,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",690 000
50 m²,1 chambre,1 sdb,Étage 1,"Autre secteur, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,"Tanja Balia, Tanger",Not Specified
90 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",Not Specified
70 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Tanja Balia, Tanger",Not Specified
65 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",Not Specified
Not Specified,3 chambres,3 sdbs,Étage 6,"Malabata, Tanger",Not Specified
125 m²,3 chambres,2 sdbs,Rez de chaussée,"De La Plage, Tanger",3 400 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Tanger",16 000
31 m²,2 chambres,1 sdb,Étage 3,"Castilla, Tanger",180 000
50 m²,2 chambres,1 sdb,Étage 2,"Boukhalef, Tanger",365 000
100 m²,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",350
153 m²,3 chambres,2 sdbs,Étage 7,"Iberie, Tanger",3 060 000
114 m²,3 chambres,1 sdb,Étage 3,"Ahlane, Tanger",14 000
53 m²,2 chambres,1 sdb,Étage 2,"Centre ville, Tanger",280 000
89 m²,2 chambres,2 sdbs,Étage 7,"Ahlane, Tanger",17 500
40 m²,2 chambres,1 sdb,Étage 2,"Tanger, Centre",Not Specified
76 m²,2 chambres,1 sdb,Étage 5,"Tanger, Aharrarine",12 500
189 m²,3 chambres,2 sdbs,Étage 7,"Tanger, Centre ville",2 700 000
84 m²,3 chambres,2 sdbs,Not Specified,"Hay Hassani, Tanger",1 050 000
90 m²,2 chambres,1 sdb,Étage 7,"Moulay Youssef, Tanger",Not Specified
90 m²,2 chambres,1 sdb,Étage 7,"Moulay Youssef, Tanger",1 200 000
107 m²,2 chambres,1 sdb,Étage 9,"Autre secteur, Tanger",1 050 000
223 m²,3 chambres,2 sdbs,Not Specified,"Mozart, Tanger",2 800 000
Not Specified,2 chambres,Not Specified,Étage 2,"Hanaa 3 - Soussi, Tanger",3 000
67 m²,2 chambres,1 sdb,Étage 6,"Aida, Tanger",1 100 000
Not Specified,2 chambres,1 sdb,Étage 4,"Tanja Balia, Tanger",600 000
Not Specified,3 chambres,3 sdbs,Étage 2,"Iberie, Tanger",Not Specified
Not Specified,1 chambre,1 sdb,Étage 1,"M'nar, Tanger",Not Specified
317 m²,3 chambres,3 sdbs,Rez de chaussée,"Du Golf, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",Not Specified
Not Specified,4 chambres,4 sdbs,Étage 2,"Du Golf, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",28 500
478 m²,5 chambres,4 sdbs,Étage 1,"Mozart, Tanger",7 400 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Tanja Balia, Tanger",2 016 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Ahlane, Tanger",900 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Du Golf, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Tanja Balia, Tanger",1 680 000
Not Specified,3 chambres,2 sdbs,Étage 3,"M'nar, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 2,"M'nar, Tanger",Not Specified
Not Specified,3 chambres,3 sdbs,Étage 2,"Du Golf, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 9,"Drissia, Tanger",1 950 000
Not Specified,3 chambres,1 sdb,Étage 2,"Casabarata, Tanger",1 590 000
Not Specified,2 chambres,3 sdbs,Étage 7,"Iberie, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",3 480 000
Not Specified,3 chambres,2 sdbs,Étage 6,"Centre ville, Tanger",3 200 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 442 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 260 000
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",Not Specified
Not Specified,3 chambres,Not Specified,Étage 9,"Malabata, Tanger",Not Specified
Not Specified,3 chambres,Not Specified,Étage 9,"Malabata, Tanger",2 900 000
50 m²,2 chambres,2 sdbs,Étage 4,"Marjane, Tanger",300 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",Not Specified
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanger, Malabata",135 000 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
150 m²,3 chambres,3 sdbs,Étage 1,"Tanger, Centre ville",2 800 000
60 m²,2 chambres,1 sdb,Étage 3,"Du Golf, Tanger",Not Specified
117 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
117 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
55 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",400 000
56 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",440 000
60 m²,2 chambres,1 sdb,Étage 5,"Mghogha, Tanger",55
59 m²,2 chambres,1 sdb,Étage 4,"Marjane, Tanger",590 000
75 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",950 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Boukhalef, Tanger",3 600 000
63 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",50 000 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Mozart, Tanger",2 050 000
Not Specified,2 chambres,1 sdb,Étage 9,"Mesnana, Tanger",810 000
Not Specified,2 chambres,1 sdb,Étage 7,"Ziatene, Tanger",105 000 000
51 m²,2 chambres,1 sdb,Étage 4,"Tanja Balia, Tanger",380 000
55 m²,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",430 000
130 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",3 300 000
93 m²,3 chambres,2 sdbs,Étage 7,"Marjane, Tanger",Not Specified
100 m²,3 chambres,1 sdb,Étage 2,"Beni Makada Lakdima, Tanger",550 000
92 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",690 000
120 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",1 000 000
125 m²,3 chambres,2 sdbs,Rez de chaussée,"De La Plage, Tanger",3 400 000
88 m²,2 chambres,1 sdb,Étage 2,"Centre ville, Tanger",1 260 000
105 m²,3 chambres,1 sdb,Étage 6,"Mesnana, Tanger",850 000
117 m²,3 chambres,2 sdbs,Étage 4,"Malabata, Tanger",3 600 000
85 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",Not Specified
Not Specified,2 chambres,Not Specified,Étage 1,"Centre ville, Tanger",Not Specified
Not Specified,3 chambres,1 sdb,Étage 4,"Achennad, Tanger",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,"Tanja Balia, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 3,"Mesnana, Tanger",750 000
110 m²,3 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",Not Specified
110 m²,3 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",35 000
110 m²,3 chambres,2 sdbs,Étage 14,"Malabata, Tanger",3 300 000
72 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",9 500 000
141 m²,3 chambres,2 sdbs,Étage 2,"Casabarata, Tanger",1 600 000
165 m²,3 chambres,2 sdbs,Étage 3,"Sania, Tanger",24 000
69 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Hay Hassani",810 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
80 m²,2 chambres,1 sdb,Étage 2,"Tanger, Malabata",Not Specified
Not Specified,2 chambres,1 sdb,Étage 4,"Tanger City Center, Tanger",1 650 000
117 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
120 m²,3 chambres,1 sdb,Rez de chaussée,"Val Fleuri, Tanger",Not Specified
96 m²,2 chambres,1 sdb,Étage 1,"Val Fleuri, Tanger",1 300 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Aida, Tanger",1 100 000
126 m²,3 chambres,2 sdbs,Étage 6,"Marjane, Tanger",21 000 000
46 m²,1 chambre,1 sdb,Étage 1,"Ahlane, Tanger",580 000
83 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",930 000
108 m²,3 chambres,2 sdbs,Étage 5,"Autre secteur, Tanger",87
100 m²,2 chambres,2 sdbs,Rez de chaussée,"Centre ville, Tanger",750 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Ahlane, Tanger",1 014 000
226 m²,10 chambres,7 sdbs,Étage 3,"Marjane, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 5,"Centre ville, Tanger",2 200 000
75 m²,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",850 000
75 m²,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",850 000
Not Specified,Not Specified,Not Specified,Not Specified,"Aouama Gharbia, Tanger",650 000
59 m²,2 chambres,1 sdb,Étage 6,"Du Golf, Tanger",660 000
90 m²,3 chambres,2 sdbs,Étage 4,"Hay Hassani, Tanger",850 000
78 m²,2 chambres,0 sdb,Étage 4,"Jirrari, Tanger",950 000
108 m²,2 chambres,Not Specified,Rez de chaussée,"Centre, Tanger",1 500 000
100 m²,3 chambres,2 sdbs,Étage 5,"Marjane, Tanger",1 080 000
61 m²,2 chambres,1 sdb,Étage 3,"Moujahidine, Tanger",710 000
83 m²,2 chambres,2 sdbs,Étage 8,"Branes 2, Tanger",1 530 000
58 m²,2 chambres,1 sdb,Étage 3,"Moujahidine, Tanger",640 000
Not Specified,3 chambres,1 sdb,Étage 4,"Achakar, Tanger",400
Not Specified,2 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",1 960 000
83 m²,2 chambres,1 sdb,Étage 4,"Ahlane, Tanger",620 000
84 m²,3 chambres,2 sdbs,Étage 1,"Hay Hassani, Tanger",1 130 000
57 m²,2 chambres,1 sdb,Étage 3,"Mesnana, Tanger",400 000
48 m²,1 chambre,1 sdb,Rez de chaussée,"Autre secteur, Tanger",360 000
53 m²,2 chambres,1 sdb,Étage 4,"Al Irfane 2, Tanger",Not Specified
50 m²,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",360 000
63 m²,2 chambres,1 sdb,Étage 1,"Du Golf, Tanger",1
83 m²,3 chambres,2 sdbs,Étage 3,"Marjane, Tanger",750 000
58 m²,2 chambres,1 sdb,Étage 4,"Mghogha, Tanger",3 600 000
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
189 m²,3 chambres,2 sdbs,Étage 7,"Tanger, Centre ville",2 700 000
90 m²,3 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",Not Specified
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Port Tanger ville, Tanger",Not Specified
79 m²,2 chambres,1 sdb,Étage 4,"Du Golf, Tanger",960 000
63 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",650 000
85 m²,2 chambres,1 sdb,Étage 1,"Centre ville, Tanger",Not Specified
Not Specified,2 chambres,1 sdb,Étage 2,"Moujahidine, Tanger",45
70 m²,2 chambres,1 sdb,Étage 1,"Aharrarine, Tanger",660 000
58 m²,2 chambres,0 sdb,Étage 3,"Marjane, Tanger",650 000
58 m²,2 chambres,0 sdb,Étage 3,"Marjane, Tanger",650 000
96 m²,3 chambres,2 sdbs,Étage 3,"Al Irfane 2, Tanger",900 000
88 m²,2 chambres,1 sdb,Étage 4,"Centre ville, Tanger",1 750 000
55 m²,2 chambres,1 sdb,Rez de chaussée,Tanger,465 000
60 m²,5 chambres,1 sdb,Étage 2,"Mesnana, Tanger",Not Specified
98 m²,2 chambres,1 sdb,Étage 3,"Branes 1, Tanger",2 300 000
71 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",Not Specified
71 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",Not Specified
68 m²,2 chambres,1 sdb,Étage 1,"Centre ville, Tanger",Not Specified
57 m²,2 chambres,1 sdb,Étage 6,"Hay Hassani, Tanger",50
57 m²,2 chambres,1 sdb,Étage 3,"Marjane, Tanger",400 000
128 m²,2 chambres,2 sdbs,Étage 6,"Malabata, Tanger",3 600 000
97 m²,2 chambres,1 sdb,Étage 7,"Branes 2, Tanger",1 220 000
Not Specified,1 chambre,1 sdb,Étage 2,"Autre secteur, Tanger",260 000
60 m²,2 chambres,0 sdb,Étage 1,"Autre secteur, Tanger",340 000
120 m²,3 chambres,2 sdbs,Étage 4,"Mozart, Tanger",2 300 000
60 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",360 000
82 m²,3 chambres,2 sdbs,Étage 2,"Aharrarine, Tanger",750 000
146 m²,3 chambres,3 sdbs,Étage 2,"Centre, Tanger",1 999 999
Not Specified,2 chambres,Not Specified,Étage 1,"Centre ville, Tanger",Not Specified
40 m²,1 chambre,1 sdb,Étage 1,"Malabata, Tanger",520 000
84 m²,2 chambres,2 sdbs,Étage 7,"Mesnana, Tanger",147
151 m²,3 chambres,2 sdbs,Étage 1,"Centre, Tanger",220
85 m²,3 chambres,1 sdb,Étage 4,"Marjane, Tanger",750 000
76 m²,2 chambres,1 sdb,Étage 2,"manar, Tanger",1 800 000
100 m²,2 chambres,2 sdbs,Étage 7,"Malabata, Tanger",3 000 000
146 m²,2 chambres,2 sdbs,Étage 5,"Centre ville, Tanger",3 790 000
