surface,chambres,sdb,etage,location,prix
220 m²,3 chambres,5 sdbs,Étage 1,"Marrakech, Annakhil",3 200 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
75 m²,2 chambres,1 sdb,Étage 5,"Marrakech, Victor Hugo",1 150 000
55 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 850 000
55 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 950 000
Not Specified,1 chambre,Not Specified,Étage 1,"Guéliz, Marrakech",Not Specified
105 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",2 000 000
54 m²,2 chambres,1 sdb,Étage 2,"Guéliz, Marrakech",15 200 000
Not Specified,3 chambres,Not Specified,Étage 3,"Av Mohammed VI, Marrakech",2 050 000
157 m²,1 chambre,1 sdb,Not Specified,"Amelkis, Marrakech",1 750 000
Not Specified,3 chambres,0 sdb,Rez de chaussée,"M'Hamid, Marrakech",440 000
71 m²,2 chambres,1 sdb,Étage 1,"Daoudiate, Marrakech",780 000
Not Specified,2 chambres,0 sdb,Étage 2,"Victor Hugo, Marrakech",1 650 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Izdihar, Marrakech",800 000
Not Specified,2 chambres,0 sdb,Étage 1,"Route de Casablanca, Marrakech",500 000
80 m²,2 chambres,2 sdbs,Étage 4,"Route de Ouarzazate, Marrakech",Not Specified
90 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Semlalia, Marrakech",1 100 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Guéliz, Marrakech",2 500 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 600 000
88 m²,2 chambres,2 sdbs,Étage 1,"Hay Izdihar, Marrakech",Not Specified
101 m²,3 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",2 199 000
121 m²,2 chambres,2 sdbs,Étage 1,"Targa, Marrakech",1 600 000
104 m²,3 chambres,2 sdbs,Étage 3,"Semlalia, Marrakech",1 250 000
75 m²,1 chambre,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 708 000
97 m²,2 chambres,2 sdbs,Étage 5,"Guéliz, Marrakech",2 330 000
61 m²,1 chambre,2 sdbs,Étage 2,"Guéliz, Marrakech",1 530 000
61 m²,1 chambre,2 sdbs,Étage 3,"Guéliz, Marrakech",1 526 500
57 m²,1 chambre,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 267 000
47 m²,1 chambre,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 076 000
61 m²,1 chambre,2 sdbs,Étage 2,"Guéliz, Marrakech",1 500 000
50 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",520 000
Not Specified,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",580 000
100 m²,2 chambres,1 sdb,Étage 1,"Semlalia, Marrakech",1 450 000
Not Specified,1 chambre,2 sdbs,Étage 5,"Guéliz, Marrakech",1 200 000
Not Specified,2 chambres,Not Specified,Étage 2,"Mabrouka, Marrakech",600 000
49 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 077 000
54 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",1 560 000
56 m²,1 chambre,1 sdb,Étage 2,"Marrakech, Guéliz",Not Specified
113 m²,4 chambres,3 sdbs,Étage 2,"Marrakech, Targa",11 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
86 m²,2 chambres,2 sdbs,Étage 4,"Route de Casablanca, Marrakech",1 200 000
57 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Izdihar, Marrakech",680 000
57 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 482 000
77 m²,2 chambres,2 sdbs,Étage 5,"Hay Izdihar, Marrakech",1 155 000
37 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 000 000
Not Specified,1 chambre,1 sdb,Étage 1,"Route de Fès, Marrakech",1 750 000
50 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 300 000
82 m²,1 chambre,2 sdbs,Étage 1,"Guéliz, Marrakech",1 476 000
60 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 500 000
70 m²,3 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",650 000
52 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",988 000
86 m²,2 chambres,2 sdbs,Étage 5,"Route de Casablanca, Marrakech",700 000
75 m²,2 chambres,2 sdbs,Étage 5,"Hay Izdihar, Marrakech",1 125 000
70 m²,1 chambre,2 sdbs,Étage 4,"Majorelle, Marrakech",1 190 000
50 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 350 000
58 m²,2 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",450 000
73 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",460 000
169 m²,3 chambres,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",2 600 000
90 m²,2 chambres,2 sdbs,Étage 1,"Es Saada, Marrakech",Not Specified
55 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 430 000
60 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 140 000
63 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 134 000
86 m²,2 chambres,1 sdb,Étage 4,"Semlalia, Marrakech",1 150 000
98 m²,2 chambres,2 sdbs,Étage 2,"Av Mohammed VI, Marrakech",2 500 000
56 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 064 000
30 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 050 000
99 m²,4 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 090 000
74 m²,2 chambres,1 sdb,Étage 4,"Azzouzia, Marrakech",680 000
101 m²,3 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",2 199 000
105 m²,2 chambres,2 sdbs,Étage 1,"Majorelle, Marrakech",1 680 000
92 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Charaf, Marrakech",950 000
Not Specified,1 chambre,1 sdb,Étage 3,"Autre secteur, Marrakech",623 500
89 m²,2 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 750 000
44 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",17 500
89 m²,2 chambres,0 sdb,Étage 4,"Guéliz, Marrakech",Not Specified
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
42 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Sidi Abbad",Not Specified
75 m²,2 chambres,1 sdb,Étage 5,"Marrakech, Victor Hugo",1 150 000
135 m²,3 chambres,3 sdbs,Rez de chaussée,"Guéliz, Marrakech",3 150 000
63 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",860 000
83 m²,3 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",900 000
70 m²,2 chambres,1 sdb,Étage 2,"Mabrouka, Marrakech",750 000
70 m²,2 chambres,2 sdbs,Étage 4,"Guéliz, Marrakech",1 380 000
58 m²,2 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",450 000
60 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",1 600 000
56 m²,1 chambre,2 sdbs,Étage 3,"Guéliz, Marrakech",1 250 000
72 m²,2 chambres,2 sdbs,Étage 3,"M'Hamid, Marrakech",680 000
49 m²,2 chambres,1 sdb,Étage 4,"Mabrouka, Marrakech",380 000
79 m²,3 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",680 000
Not Specified,3 chambres,Not Specified,Étage 3,"M'Hamid, Marrakech",500 000
Not Specified,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 270 000
67 m²,2 chambres,1 sdb,Étage 4,"Hay Izdihar, Marrakech",750 000
154 m²,2 chambres,2 sdbs,Étage 5,"Guéliz, Marrakech",2 650 000
74 m²,2 chambres,2 sdbs,Étage 1,"Azzouzia, Marrakech",680 000
83 m²,2 chambres,1 sdb,Étage 4,"Mabrouka, Marrakech",1 220 000
80 m²,2 chambres,1 sdb,Not Specified,"Route de Casablanca, Marrakech",2 300 000
Not Specified,2 chambres,1 sdb,Étage 1,"Socoma, Marrakech",8 500
Not Specified,2 chambres,1 sdb,Not Specified,"Autre secteur, Marrakech",420 000
95 m²,3 chambres,1 sdb,Étage 1,"Azli, Marrakech",920 000
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",410 000
71 m²,2 chambres,2 sdbs,Étage 4,"Route de Casablanca, Marrakech",1 150 000
73 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",74
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",80 000
Not Specified,3 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",810 000
80 m²,4 chambres,1 sdb,Étage 2,"Ksibat Nhas, Marrakech",3 000 000
110 m²,3 chambres,2 sdbs,Étage 1,"Targa, Marrakech",2 200 000
56 m²,2 chambres,1 sdb,Étage 5,"Es Saada, Marrakech",Not Specified
57 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",670 000
Not Specified,2 chambres,1 sdb,Étage 3,"Route de Casablanca, Marrakech",1 000 000
79 m²,2 chambres,1 sdb,Étage 3,"Victor Hugo, Marrakech",1 600 000
111 m²,3 chambres,3 sdbs,Étage 3,"Guéliz, Marrakech",2 100 000
90 m²,2 chambres,1 sdb,Étage 4,"Guéliz, Marrakech",19 900
65 m²,3 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",Not Specified
113 m²,4 chambres,3 sdbs,Étage 2,"Marrakech, Targa",11 000
42 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Sidi Abbad",Not Specified
56 m²,1 chambre,1 sdb,Étage 2,"Marrakech, Guéliz",Not Specified
Not Specified,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 370 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Hay Charaf, Marrakech",1 100 000
117 m²,3 chambres,1 sdb,Étage 3,"Amerchich, Marrakech",1 200 000
Not Specified,1 chambre,1 sdb,Étage 3,"Autre secteur, Marrakech",1 700 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Massira 1, Marrakech",880 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Daoudiate, Marrakech",1 270 000
55 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Safi, Marrakech",630 000
76 m²,2 chambres,1 sdb,Étage 3,"Hay Charaf, Marrakech",1 000 000
64 m²,3 chambres,1 sdb,Étage 4,"M'Hamid, Marrakech",600 000
83 m²,2 chambres,2 sdbs,Étage 3,"Azzouzia, Marrakech",600 000
58 m²,2 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",480 000
89 m²,2 chambres,2 sdbs,Étage 3,"Semlalia, Marrakech",1 500 000
74 m²,3 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 200 000
80 m²,1 chambre,1 sdb,Étage 4,"Issil, Marrakech",900 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Hay Al Massar, Marrakech",900 000
Not Specified,Not Specified,Not Specified,Not Specified,"Massira 1, Marrakech",620 000
38 m²,1 chambre,1 sdb,Étage 4,"Hivernage, Marrakech",720 000
64 m²,2 chambres,2 sdbs,Étage 4,"Azzouzia, Marrakech",420
61 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",58
Not Specified,2 chambres,2 sdbs,Étage 4,"Azzouzia, Marrakech",420
54 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",Not Specified
47 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 128 000
88 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",2 222 800
88 m²,2 chambres,2 sdbs,Étage 1,"Agdal, Marrakech",2 220 000
91 m²,3 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 500 000
Not Specified,4 chambres,4 sdbs,Étage 3,"Massira, Marrakech",970 000
69 m²,2 chambres,Not Specified,Étage 2,"Route de Casablanca, Marrakech",640 000
100 m²,3 chambres,2 sdbs,Étage 1,"Route d'Amezmiz, Marrakech",2 400 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Hay Targa, Marrakech",1 300 000
55 m²,2 chambres,1 sdb,Étage 3,"Ain Mezouar, Marrakech",480 000
75 m²,2 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",540 000
85 m²,2 chambres,1 sdb,Étage 2,"Route de Casablanca, Marrakech",1 300 000
49 m²,1 chambre,1 sdb,Étage 2,"Centre Ville, Marrakech",20 000
65 m²,2 chambres,Not Specified,Étage 1,"M'Hamid, Marrakech",Not Specified
65 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",Not Specified
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Marrakech, Agdal",2 600 000
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
139 m²,3 chambres,2 sdbs,Étage 5,"Marrakech, Guéliz",3 300 000
60 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",25 000
95 m²,2 chambres,2 sdbs,Étage 3,"Palmeraie, Marrakech",1 800 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Daoudiate, Marrakech",560 000
102 m²,2 chambres,1 sdb,Étage 1,"Ain Mezouar, Marrakech",850 000
105 m²,3 chambres,2 sdbs,Rez de chaussée,"Hivernage, Marrakech",1 890 000
52 m²,2 chambres,1 sdb,Étage 1,"Route de Casablanca, Marrakech",850 000
63 m²,2 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",460 000
108 m²,3 chambres,1 sdb,Étage 1,"Socoma, Marrakech",1
Not Specified,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",550 000
Not Specified,1 chambre,Not Specified,Étage 1,"Hay Charaf, Marrakech",864 000
70 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 200 000
71 m²,2 chambres,1 sdb,Étage 1,"Hay Al Hassani, Marrakech",630 000
52 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",370 000
58 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",Not Specified
87 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Marrakech",1 400 000
98 m²,3 chambres,2 sdbs,Étage 1,"Allal El Fassi, Marrakech",1 100 000
Not Specified,2 chambres,Not Specified,Étage 1,"Targa, Marrakech",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Targa, Marrakech",Not Specified
96 m²,2 chambres,1 sdb,Étage 2,"Hay Izdihar, Marrakech",930 000
80 m²,2 chambres,2 sdbs,Étage 2,"Av Mohammed VI, Marrakech",2 400 000
84 m²,2 chambres,2 sdbs,Étage 4,"Mabrouka, Marrakech",13 000 000
70 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 350 000
111 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",2 150 000
84 m²,2 chambres,2 sdbs,Étage 4,"Mabrouka, Marrakech",13 000 000
58 m²,2 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",450 000
70 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",600 000
74 m²,2 chambres,1 sdb,Étage 4,"Guéliz, Marrakech",850 000
60 m²,2 chambres,1 sdb,Étage 2,"Massira 1, Marrakech",740 000
Not Specified,2 chambres,Not Specified,Étage 2,"M'Hamid, Marrakech",170 000
Not Specified,3 chambres,1 sdb,Étage 1,"Route d'Agadir - Essaouira, Marrakech",1 200 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 900 000
85 m²,3 chambres,2 sdbs,Rez de chaussée,"Targa, Marrakech",800 000
Not Specified,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 300 000
58 m²,2 chambres,1 sdb,Étage 3,"Centre Ville, Marrakech",600 000
84 m²,2 chambres,2 sdbs,Étage 1,"Av Mohammed VI, Marrakech",1 550 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Marrakech, Agdal",2 600 000
95 m²,2 chambres,2 sdbs,Étage 3,"Marrakech, Palmeraie",1 480 000
53 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Victor Hugo",998 700
60 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",180 000
53 m²,1 chambre,1 sdb,Étage 4,"Route de Casablanca, Marrakech",860 000
70 m²,1 chambre,1 sdb,Étage 1,"Route de Casablanca, Marrakech",1 250 000
86 m²,3 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",840 000
Not Specified,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 500 000
70 m²,2 chambres,1 sdb,Étage 3,"Route de Casablanca, Marrakech",600 000
97 m²,1 chambre,2 sdbs,Not Specified,"Route de Casablanca, Marrakech",970 000
28 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",620 000
155 m²,3 chambres,1 sdb,Étage 2,"Guéliz, Marrakech",1 575 000
Not Specified,2 chambres,1 sdb,Étage 4,"Mabrouka, Marrakech",1 400 000
Not Specified,2 chambres,Not Specified,Étage 2,"Hay Charaf, Marrakech",Not Specified
67 m²,2 chambres,1 sdb,Étage 4,"Route d'Ourika, Marrakech",1 000 000
45 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 250 000
133 m²,3 chambres,2 sdbs,Étage 1,"Victor Hugo, Marrakech",2 995 000
58 m²,2 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",400 000
130 m²,2 chambres,3 sdbs,Étage 1,"Majorelle, Marrakech",2 200 000
58 m²,2 chambres,0 sdb,Rez de chaussée,"Autre secteur, Marrakech",270 000
76 m²,1 chambre,2 sdbs,Étage 3,"Guéliz, Marrakech",1 300 000
70 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 200 000
59 m²,2 chambres,1 sdb,Étage 1,"Les Portes de Marrakech, Marrakech",560 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Marrakech",570 000
58 m²,2 chambres,1 sdb,Étage 4,"Bouaakkaz, Marrakech",470 000
86 m²,2 chambres,0 sdb,Étage 1,"Guéliz, Marrakech",1 150 000
120 m²,3 chambres,3 sdbs,Rez de chaussée,"Sidi Youssef Ben Ali, Marrakech",1 300 000
47 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 600 000
56 m²,1 chambre,2 sdbs,Étage 3,"Guéliz, Marrakech",1 250 000
Not Specified,2 chambres,Not Specified,Rez de chaussée,"Hivernage, Marrakech",1 100 000
135 m²,3 chambres,3 sdbs,Rez de chaussée,"M'Hamid, Marrakech",1 120 000
57 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Safi, Marrakech",620 000
57 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Charaf, Marrakech",540 000
56 m²,1 chambre,2 sdbs,Étage 1,"Guéliz, Marrakech",1 260 000
120 m²,2 chambres,2 sdbs,Étage 4,"Guéliz, Marrakech",15 000
76 m²,2 chambres,1 sdb,Rez de chaussée,"Hivernage, Marrakech",1 200 000
86 m²,3 chambres,2 sdbs,Étage 5,"Massira 1, Marrakech",750 000
67 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",480 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
53 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Victor Hugo",998 700
95 m²,2 chambres,2 sdbs,Étage 3,"Marrakech, Palmeraie",1 480 000
67 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",580 000
50 m²,2 chambres,1 sdb,Rez de chaussée,"Route d'Amezmiz, Marrakech",450 000
65 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",850 000
80 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 290 000
175 m²,3 chambres,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",2 885 000
86 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 190 000
62 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",600 000
62 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",500
Not Specified,2 chambres,2 sdbs,Étage 3,"Autre secteur, Marrakech",Not Specified
51 m²,2 chambres,1 sdb,Étage 1,"Es Saada, Marrakech",480 000
78 m²,2 chambres,1 sdb,Étage 3,"Amerchich, Marrakech",660 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Hivernage, Marrakech",9 500 000
69 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 380 000
60 m²,1 chambre,1 sdb,Étage 3,"Victor Hugo, Marrakech",1 630 000
73 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",950 000
72 m²,2 chambres,1 sdb,Étage 4,"Hay Annahda, Marrakech",570 000
138 m²,2 chambres,2 sdbs,Étage 5,"Guéliz, Marrakech",2 430 000
57 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",620 000
60 m²,1 chambre,0 sdb,Rez de chaussée,"Route d'Ourika, Marrakech",140 000
2 m²,1 chambre,0 sdb,Rez de chaussée,"Route d'Ourika, Marrakech",140 000
107 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Casablanca, Marrakech",1 900 000
50 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",500 000
40 m²,1 chambre,1 sdb,Étage 2,"Route de Casablanca, Marrakech",740 000
52 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",560 000
53 m²,1 chambre,1 sdb,Étage 4,"Route de Casablanca, Marrakech",900 000
56 m²,1 chambre,2 sdbs,Étage 3,"Guéliz, Marrakech",1 280 000
121 m²,3 chambres,2 sdbs,Not Specified,"Autre secteur, Marrakech",2 150 000
Not Specified,2 chambres,1 sdb,Étage 3,"Bouaakkaz, Marrakech",880 000
60 m²,2 chambres,1 sdb,Étage 3,"Targa, Marrakech",540 000
83 m²,2 chambres,2 sdbs,Étage 3,"Route de Casablanca, Marrakech",980 000
62 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",580 000
56 m²,2 chambres,1 sdb,Étage 1,"Mabrouka, Marrakech",800 000
35 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 352 000
82 m²,2 chambres,1 sdb,Étage 2,"Bouaakkaz, Marrakech",910 000
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
75 m²,2 chambres,1 sdb,Étage 5,"Marrakech, Victor Hugo",1 150 000
53 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Victor Hugo",998 700
62 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",360 000
64 m²,2 chambres,1 sdb,Étage 4,"M'Hamid, Marrakech",4 400 000
110 m²,3 chambres,2 sdbs,Étage 2,"Agdal, Marrakech",3 350 000
87 m²,3 chambres,1 sdb,Étage 4,"Semlalia, Marrakech",950 000
58 m²,2 chambres,2 sdbs,Étage 1,"Es Saada, Marrakech",600 000
Not Specified,1 chambre,1 sdb,Étage 3,"Route de Casablanca, Marrakech",830 000
Not Specified,Not Specified,Not Specified,Not Specified,Marrakech,1
84 m²,2 chambres,2 sdbs,Étage 4,"Mabrouka, Marrakech",1 200 000
60 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",850 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Ain Mezouar, Marrakech",750 000
52 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",600 000
60 m²,2 chambres,2 sdbs,Étage 3,"Les Portes de Marrakech, Marrakech",380 000
92 m²,2 chambres,2 sdbs,Étage 2,"Av Mohammed V, Marrakech",2 000 000
74 m²,3 chambres,1 sdb,Étage 4,"Hay Izdihar, Marrakech",800 000
86 m²,2 chambres,2 sdbs,Étage 5,"Route de Safi, Marrakech",1 300 000
56 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",600 000
111 m²,3 chambres,1 sdb,Étage 3,"Victor Hugo, Marrakech",2 900 000
80 m²,3 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",740 000
72 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",400
70 m²,1 chambre,2 sdbs,Étage 4,"Guéliz, Marrakech",1 000 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Autre secteur, Marrakech",14 000
73 m²,2 chambres,1 sdb,Étage 1,"Majorelle, Marrakech",19 000
64 m²,1 chambre,1 sdb,Étage 1,"Semlalia, Marrakech",16 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",1 200 000
96 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Marrakech",2 200 000
66 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",1 200 000
65 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",Not Specified
56 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",Not Specified
75 m²,2 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",Not Specified
62 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",48 000
Not Specified,2 chambres,1 sdb,Étage 2,"Agdal, Marrakech",1 800 000
53 m²,2 chambres,1 sdb,Étage 1,"Hay Izdihar, Marrakech",700 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Route de Safi, Marrakech",1 100 000
83 m²,2 chambres,1 sdb,Étage 4,"Semlalia, Marrakech",1 285 000
Not Specified,1 chambre,1 sdb,Étage 4,"Sidi Abbad, Marrakech",16 000
