surface,chambres,sdb,etage,location,prix
111 m²,3 chambres,1 sdb,Étage 3,"Maarif, Casablanca",1 450 000
99 m²,2 chambres,1 sdb,Étage 2,"Oulfa, Casablanca",900 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Ben Ejdia, Casablanca",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 067 500
140 m²,3 chambres,2 sdbs,Étage 4,"Palmier, Casablanca",2 350 000
68 m²,2 chambres,1 sdb,Étage 1,"Ain Sebaa, Casablanca",38
Not Specified,2 chambres,2 sdbs,Étage 3,"Belvédère, Casablanca",90 000
Not Specified,2 chambres,1 sdb,Étage 1,"Sidi Bernoussi, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,750 000
86 m²,3 chambres,1 sdb,Étage 4,"Errahma, Casablanca",520 000
Not Specified,Not Specified,Not Specified,Not Specified,"Derb Ghallef, Casablanca",7 500
140 m²,4 chambres,2 sdbs,Rez de chaussée,"C.I.L, Casablanca",1 400 000
102 m²,2 chambres,2 sdbs,Étage 1,"Maarif, Casablanca",115 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,570 000
92 m²,4 chambres,2 sdbs,Étage 3,"Sidi Bernoussi, Casablanca",84
150 m²,5 chambres,2 sdbs,Étage 1,"Aïn Chock, Casablanca",1 400 000
98 m²,2 chambres,2 sdbs,Rez de chaussée,"Ain Sebaa, Casablanca",830 000
80 m²,2 chambres,2 sdbs,Étage 5,"Ain Sebaa, Casablanca",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,870 000
80 m²,2 chambres,2 sdbs,Étage 2,"Oasis, Casablanca",1 460 000
116 m²,3 chambres,2 sdbs,Étage 4,"2 Mars, Casablanca",1 700 000
65 m²,2 chambres,2 sdbs,Étage 1,"Sidi Bernoussi, Casablanca",680 000
56 m²,2 chambres,1 sdb,Étage 2,"Errahma, Casablanca",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 800
81 m²,3 chambres,1 sdb,Étage 4,"Sidi Bernoussi, Casablanca",820 000
57 m²,2 chambres,1 sdb,Étage 2,"Sidi Maarouf, Casablanca",560 000
74 m²,2 chambres,1 sdb,Étage 3,"Ain Sebaa, Casablanca",420 000
91 m²,3 chambres,1 sdb,Étage 2,Casablanca,820 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,930 000
51 m²,2 chambres,1 sdb,Étage 4,"Errahma, Casablanca",32 000 000
52 m²,1 chambre,1 sdb,Étage 1,"Oulfa, Casablanca",440 000
49 m²,2 chambres,1 sdb,Étage 1,"Oulfa, Casablanca",360 000
103 m²,3 chambres,1 sdb,Étage 3,"Franceville, Casablanca",1 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 196 000
55 m²,2 chambres,1 sdb,Étage 3,"Sidi Maarouf, Casablanca",350 000
Not Specified,1 chambre,1 sdb,Étage 4,"Sidi Moumen, Casablanca",500
136 m²,3 chambres,2 sdbs,Étage 1,"Oulfa, Casablanca",1 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 060 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Casablanca, Palmier",1 320 000
99 m²,3 chambres,2 sdbs,Étage 4,"Casablanca, Oulfa",1 000 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Casablanca, Maarif",1 760 000
Not Specified,2 chambres,Not Specified,Étage 5,"Belvédère, Casablanca",Not Specified
52 m²,1 chambre,1 sdb,Étage 2,"Ain Sebaa, Casablanca",Not Specified
Not Specified,1 chambre,1 sdb,Étage 2,"Abdelmoumen, Casablanca",Not Specified
60 m²,2 chambres,1 sdb,Étage 3,"2 Mars, Casablanca",1 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,990 000
64 m²,2 chambres,2 sdbs,Étage 4,"Al Fida, Casablanca",850 000
Not Specified,2 chambres,1 sdb,Étage 3,"Sidi Maarouf, Casablanca",520 000
124 m²,3 chambres,2 sdbs,Étage 4,"Beauséjour, Casablanca",1 250 000
Not Specified,2 chambres,1 sdb,Étage 2,"Oulfa, Casablanca",360 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
56 m²,2 chambres,1 sdb,Étage 3,"Sidi Moumen, Casablanca",1
57 m²,1 chambre,1 sdb,Étage 1,"Palmier, Casablanca",1 050 000
78 m²,2 chambres,2 sdbs,Étage 5,"Oulfa, Casablanca",980 000
145 m²,4 chambres,3 sdbs,Étage 4,"Palmier, Casablanca",2 610 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 632 000
135 m²,3 chambres,2 sdbs,Rez de chaussée,"Sidi Maarouf, Casablanca",1 390 000
117 m²,3 chambres,2 sdbs,Étage 1,"Les Princesses, Casablanca",1 800 000
98 m²,2 chambres,1 sdb,Étage 3,"Ferme Bretone, Casablanca",1 900 000
163 m²,3 chambres,2 sdbs,Rez de chaussée,"Oasis, Casablanca",3 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 425 000
56 m²,2 chambres,1 sdb,Étage 2,"Sidi Bernoussi, Casablanca",400 000
168 m²,3 chambres,2 sdbs,Étage 5,"Anfa, Casablanca",3 100 000
98 m²,3 chambres,2 sdbs,Étage 1,"Oulfa, Casablanca",700 000
46 m²,3 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",32
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,700 000
56 m²,1 chambre,1 sdb,Rez de chaussée,"Anfa, Casablanca",800 000
Not Specified,1 chambre,1 sdb,Étage 3,"Centre Ville, Casablanca",280 000
Not Specified,2 chambres,1 sdb,Étage 5,"Oulfa, Casablanca",1 400 000
280 m²,4 chambres,2 sdbs,Étage 2,"Racine, Casablanca",4 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11 500
134 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Casablanca",1 850 000
150 m²,3 chambres,2 sdbs,Étage 2,"Palmier, Casablanca",2 400 000
100 m²,2 chambres,1 sdb,Étage 1,"Oasis, Casablanca",1 450 000
165 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Casablanca",1 750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 900 000
170 m²,3 chambres,2 sdbs,Étage 3,"Californie, Casablanca",3 500 000
180 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Casablanca",2 000 000
191 m²,2 chambres,1 sdb,Étage 4,"Maarif, Casablanca",1 800 000
199 m²,3 chambres,2 sdbs,Not Specified,"Bachkou, Casablanca",2 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 010 000
201 m²,3 chambres,2 sdbs,Étage 5,"Autre secteur, Casablanca",2 400 000
135 m²,3 chambres,1 sdb,Étage 3,"Californie, Casablanca",2 000 000
90 m²,2 chambres,1 sdb,Étage 3,"2 Mars, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 115 000
56 m²,1 chambre,1 sdb,Étage 5,"Casablanca, Oasis",1 100 000
99 m²,3 chambres,1 sdb,Étage 1,"Casablanca, Aïn Chock",900 000
62 m²,1 chambre,1 sdb,Étage 4,"Casablanca, Al Qods",645 000
145 m²,3 chambres,2 sdbs,Étage 5,"Autre secteur, Casablanca",2 058 000
92 m²,2 chambres,2 sdbs,Étage 1,"Les Princesses, Casablanca",1 300 000
Not Specified,1 chambre,1 sdb,Étage 5,"La Gironde, Casablanca",Not Specified
103 m²,3 chambres,1 sdb,Not Specified,"Bachkou, Casablanca",1 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 290 800
129 m²,3 chambres,2 sdbs,Étage 5,"Palmier, Casablanca",2 064 000
115 m²,3 chambres,2 sdbs,Étage 1,"Oasis, Casablanca",2 157 000
128 m²,2 chambres,2 sdbs,Étage 1,"Anfa, Casablanca",3 700 000
208 m²,3 chambres,2 sdbs,Étage 1,"Racine, Casablanca",3 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,360 000
95 m²,2 chambres,2 sdbs,Étage 5,"La Gironde, Casablanca",Not Specified
223 m²,3 chambres,3 sdbs,Étage 2,"Maarif, Casablanca",3 980 000
169 m²,3 chambres,2 sdbs,Étage 3,"Anfa, Casablanca",4 500 000
100 m²,3 chambres,2 sdbs,Étage 4,"Gauthier, Casablanca",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 050 000
80 m²,2 chambres,0 sdb,Étage 3,"Oulfa, Casablanca",810 000
50 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Casablanca",Not Specified
143 m²,3 chambres,2 sdbs,Étage 1,"Riviera, Casablanca",2 500 000
159 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Casablanca",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,980 000
200 m²,3 chambres,2 sdbs,Étage 3,"Racine, Casablanca",3 100 000
118 m²,2 chambres,1 sdb,Not Specified,"Autre secteur, Casablanca",1 380 000
120 m²,3 chambres,2 sdbs,Étage 2,"Maarif, Casablanca",1 850 000
99 m²,3 chambres,2 sdbs,Étage 1,"Sidi Maarouf, Casablanca",902 500
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,790 000
Not Specified,3 chambres,1 sdb,Étage 3,"Les Princesses, Casablanca",1 100 000
50 m²,2 chambres,1 sdb,Étage 2,"Nassim, Casablanca",36 000
55 m²,2 chambres,1 sdb,Étage 4,"Sidi Maarouf, Casablanca",570 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Oulfa, Casablanca",1 290 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,471 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Sidi Moumen, Casablanca",500 000
180 m²,3 chambres,2 sdbs,Étage 4,"Racine, Casablanca",4 500 000
54 m²,2 chambres,1 sdb,Étage 4,"Hay Hassani, Casablanca",400 000
77 m²,3 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Casablanca",870 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,892 500
107 m²,3 chambres,3 sdbs,Étage 4,"Belvédère, Casablanca",11 900
250 m²,3 chambres,3 sdbs,Étage 2,"Anfa, Casablanca",2 600 000
45 m²,1 chambre,1 sdb,Étage 3,"Oulfa, Casablanca",720 000
110 m²,3 chambres,2 sdbs,Étage 2,"Sidi Bernoussi, Casablanca",530 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
68 m²,2 chambres,1 sdb,Étage 5,"Maarif, Casablanca",1 220 000
111 m²,2 chambres,2 sdbs,Étage 6,"Bourgogne, Casablanca",1 554 000
85 m²,2 chambres,2 sdbs,Étage 1,"Ain Sebaa, Casablanca",815 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
48 m²,1 chambre,1 sdb,Étage 1,"Casablanca, Abdelmoumen",1 170 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Casablanca, Maârif Extension",1 520 000
56 m²,1 chambre,1 sdb,Étage 5,"Casablanca, Oasis",1 100 000
204 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Casablanca",960 000
127 m²,2 chambres,2 sdbs,Rez de chaussée,"2 Mars, Casablanca",1 500 000
66 m²,2 chambres,1 sdb,Étage 1,"Riviera, Casablanca",Not Specified
Not Specified,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 135 000
98 m²,3 chambres,2 sdbs,Étage 1,"Sidi Maarouf, Casablanca",740 000
Not Specified,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",260 000
117 m²,2 chambres,2 sdbs,Étage 2,"Roches Noires, Casablanca",11 200
94 m²,3 chambres,2 sdbs,Étage 1,"Maarif, Casablanca",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 170 000
332 m²,5 chambres,3 sdbs,Étage 5,"Hay Hassani, Casablanca",2 950 000
120 m²,3 chambres,2 sdbs,Étage 2,"Aïn Chock, Casablanca",165 000 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Anfa, Casablanca",1 600 000
128 m²,2 chambres,2 sdbs,Étage 4,"Quartier des Hôpitaux, Casablanca",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 092 000
83 m²,2 chambres,1 sdb,Étage 4,"Errahma, Casablanca",720 000
135 m²,3 chambres,1 sdb,Étage 4,"Les Princesses, Casablanca",2 000 000
127 m²,2 chambres,2 sdbs,Étage 1,"Quartier des Hôpitaux, Casablanca",1 800 000
107 m²,4 chambres,2 sdbs,Étage 3,"Ain Sebaa, Casablanca",1 050 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 460 000
62 m²,2 chambres,1 sdb,Étage 1,"Aïn Chock, Casablanca",660 000
132 m²,3 chambres,2 sdbs,Étage 2,Casablanca,1 350 000
103 m²,2 chambres,1 sdb,Not Specified,"Oulfa, Casablanca",830 000
131 m²,3 chambres,3 sdbs,Étage 2,"Ferme Bretone, Casablanca",3 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8 000
Not Specified,2 chambres,3 sdbs,Étage 2,"Palmier, Casablanca",2 600 000
Not Specified,3 chambres,3 sdbs,Étage 4,"Quartier des Hôpitaux, Casablanca",Not Specified
60 m²,2 chambres,1 sdb,Étage 3,"Bournazil, Casablanca",Not Specified
78 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Casablanca",700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,739 000
95 m²,2 chambres,1 sdb,Étage 1,"Oulfa, Casablanca",12 000
59 m²,1 chambre,1 sdb,Rez de chaussée,"Quartier des Hôpitaux, Casablanca",750 000
106 m²,3 chambres,2 sdbs,Rez de chaussée,"Sidi Maarouf, Casablanca",1 264 500
85 m²,3 chambres,2 sdbs,Étage 5,"Aïn Borja, Casablanca",89 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,750 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Ain Sebaa, Casablanca",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Bournazil, Casablanca",Not Specified
Not Specified,1 chambre,1 sdb,Étage 1,"Quartier des Hôpitaux, Casablanca",5 500
56 m²,2 chambres,1 sdb,Étage 4,"Lissasfa, Casablanca",300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 227 500
Not Specified,Not Specified,Not Specified,Not Specified,"Maarif, Casablanca",107 000
Not Specified,2 chambres,Not Specified,Étage 1,"Belvédère, Casablanca",1 290 000
Not Specified,2 chambres,1 sdb,Étage 3,"Aïn Chock, Casablanca",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,473 675
97 m²,2 chambres,2 sdbs,Étage 3,"Casablanca, Ferme Bretone",1 940 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Casablanca, Maârif Extension",1 520 000
54 m²,1 chambre,1 sdb,Étage 5,"Casablanca, Maarif",1 295 900
60 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Hassani, Casablanca",500 000
40 m²,1 chambre,1 sdb,Rez de chaussée,"Errahma, Casablanca",250 000
40 m²,1 chambre,1 sdb,Rez de chaussée,"Errahma, Casablanca",250 000
233 m²,3 chambres,3 sdbs,Étage 4,"Racine, Casablanca",4 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 075 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Belvédère, Casablanca",1 400 000
70 m²,1 chambre,1 sdb,Étage 2,"Errahma, Casablanca",265 000
56 m²,2 chambres,1 sdb,Rez de chaussée,"Oulfa, Casablanca",450 000
101 m²,3 chambres,2 sdbs,Étage 5,"Belvédère, Casablanca",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 595 000
80 m²,2 chambres,1 sdb,Étage 1,"Ain Sebaa, Casablanca",72
92 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Casablanca",1 450 000
95 m²,2 chambres,1 sdb,Étage 16,"Centre Ville, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,"Sidi Bernoussi, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Not Specified,2 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",955 500
116 m²,2 chambres,2 sdbs,Étage 1,"Almaz, Casablanca",1 950 000
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Sidi Bernoussi, Casablanca",Not Specified
56 m²,1 chambre,1 sdb,Étage 3,"Val Fleuri, Casablanca",1 680 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,900 000
72 m²,2 chambres,Not Specified,Étage 2,"Ain Sebaa, Casablanca",850 000
Not Specified,3 chambres,1 sdb,Rez de chaussée,"Sidi Bernoussi, Casablanca",700 000
80 m²,2 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",1 080 000
59 m²,2 chambres,1 sdb,Étage 3,"Sidi Moumen, Casablanca",42
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 650 000
57 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Casablanca",260 000
106 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Casablanca",1 400 000
138 m²,2 chambres,2 sdbs,Rez de chaussée,"Les Princesses, Casablanca",1 600 000
117 m²,3 chambres,1 sdb,Étage 1,"Maarif, Casablanca",3 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 326 000
81 m²,3 chambres,1 sdb,Étage 1,"Aïn Borja, Casablanca",1 050 000
64 m²,1 chambre,1 sdb,Étage 1,"Al Fida, Casablanca",450
179 m²,3 chambres,2 sdbs,Étage 1,"Alsace Lorraine, Casablanca",1 500 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Belvédère, Casablanca",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,620 000
68 m²,2 chambres,2 sdbs,Rez de chaussée,"Maârif Extension, Casablanca",950 000
75 m²,2 chambres,2 sdbs,Étage 1,"Aïn Borja, Casablanca",1 008 000
111 m²,3 chambres,2 sdbs,Étage 4,"Belvédère, Casablanca",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Ferme Bretone, Casablanca",1 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 750 000
150 m²,3 chambres,2 sdbs,Étage 1,"Belvédère, Casablanca",1 500 000
86 m²,3 chambres,2 sdbs,Étage 2,"Hay El Farah, Casablanca",780 000
62 m²,2 chambres,1 sdb,Étage 1,"Route d'Azemmour, Casablanca",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
112 m²,3 chambres,2 sdbs,Étage 1,"Casablanca, Ain Sebaa",945 000
65 m²,2 chambres,2 sdbs,Étage 1,"Casablanca, Sidi Moumen",570 000
64 m²,1 chambre,1 sdb,Étage 5,"Casablanca, Casablanca Finance City",800 000
101 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Casablanca",1 306 113
47 m²,1 chambre,1 sdb,Étage 2,"Maarif, Casablanca",1 300 000
50 m²,1 chambre,1 sdb,Étage 4,"Sidi Belyout, Casablanca",1 200 000
164 m²,3 chambres,3 sdbs,Étage 4,"Derb Ghallef, Casablanca",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,990 000
74 m²,2 chambres,1 sdb,Étage 3,"Sidi Moumen, Casablanca",65
55 m²,2 chambres,1 sdb,Étage 1,"Sidi Othmane, Casablanca",360 000
107 m²,3 chambres,1 sdb,Étage 5,"La Gironde, Casablanca",1 300 000
58 m²,2 chambres,1 sdb,Rez de chaussée,"Errahma, Casablanca",300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,901 000
118 m²,3 chambres,2 sdbs,Étage 5,"Belvédère, Casablanca",140
44 m²,1 chambre,Not Specified,Étage 5,"Oulfa, Casablanca",910 000
44 m²,1 chambre,1 sdb,Étage 5,"Oulfa, Casablanca",910 000
65 m²,2 chambres,1 sdb,Étage 3,Casablanca,Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
58 m²,2 chambres,1 sdb,Rez de chaussée,"Errahma, Casablanca",300 000
131 m²,2 chambres,3 sdbs,Étage 3,"La Gironde, Casablanca",1 400 000
67 m²,2 chambres,1 sdb,Rez de chaussée,"Sidi Othmane, Casablanca",500
Not Specified,4 chambres,Not Specified,Étage 4,"Gauthier, Casablanca",3 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,230 000
70 m²,2 chambres,1 sdb,Étage 2,"Oulfa, Casablanca",400 000
52 m²,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",350 000
75 m²,2 chambres,0 sdb,Étage 3,"Hay Sadri, Casablanca",650 000
70 m²,2 chambres,1 sdb,Étage 2,"Oulfa, Casablanca",400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 850 000
75 m²,2 chambres,1 sdb,Étage 4,"Ain Sebaa, Casablanca",Not Specified
60 m²,2 chambres,2 sdbs,Rez de chaussée,"Ain Sebaa, Casablanca",380 000
41 m²,1 chambre,1 sdb,Étage 3,"Oasis, Casablanca",1 020 000
101 m²,2 chambres,1 sdb,Rez de chaussée,"Ain Sebaa, Casablanca",990 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
55 m²,2 chambres,1 sdb,Étage 1,"Sidi Maarouf, Casablanca",100
73 m²,3 chambres,1 sdb,Étage 3,"Errahma, Casablanca",520 000
79 m²,2 chambres,1 sdb,Étage 3,"Al Fida, Casablanca",720 000
Not Specified,2 chambres,1 sdb,Étage 3,"Bourgogne, Casablanca",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,900 000
Not Specified,3 chambres,Not Specified,Étage 5,"Aïn Borja, Casablanca",1 240 000
118 m²,3 chambres,1 sdb,Étage 1,"Al Mostakbal, Casablanca",1 080 000
91 m²,2 chambres,2 sdbs,Étage 3,"Ain Sebaa, Casablanca",1 046 000
78 m²,3 chambres,1 sdb,Étage 6,"Aïn Borja, Casablanca",700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 037 000
Not Specified,6 chambres,3 sdbs,Étage 2,"Autre secteur, Casablanca",105 000 000
Not Specified,Not Specified,Not Specified,Not Specified,"Abdelmoumen, Casablanca",Not Specified
94 m²,2 chambres,2 sdbs,Étage 1,"Roches Noires, Casablanca",950 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,579 600
Not Specified,2 chambres,1 sdb,Étage 6,"Casablanca, Abdelmoumen",1 490 000
62 m²,1 chambre,1 sdb,Étage 4,"Casablanca, Al Qods",645 000
98 m²,3 chambres,1 sdb,Étage 3,"Casablanca, Sidi Moumen",630 000
83 m²,3 chambres,1 sdb,Étage 1,"Sidi Bernoussi, Casablanca",860 000
132 m²,3 chambres,2 sdbs,Étage 2,"Californie, Casablanca",2 400 000
87 m²,3 chambres,1 sdb,Étage 2,"Maarif, Casablanca",1 200 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Ain Sebaa, Casablanca",1 150 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 530 000
58 m²,2 chambres,1 sdb,Étage 4,"Aïn Chock, Casablanca",Not Specified
Not Specified,2 chambres,1 sdb,Étage 2,"Sidi Moumen, Casablanca",73
Not Specified,2 chambres,1 sdb,Étage 3,"Sidi Maarouf, Casablanca",581 400
Not Specified,3 chambres,2 sdbs,Étage 2,"Racine, Casablanca",1 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 834 700
Not Specified,3 chambres,2 sdbs,Étage 2,"Oasis, Casablanca",2 450 000
Not Specified,2 chambres,Not Specified,Étage 1,"Hay Albaraka, Casablanca",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Ferme Bretone, Casablanca",2 700 000
Not Specified,2 chambres,2 sdbs,Étage 1,"2 Mars, Casablanca",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,696 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Oasis, Casablanca",1 050 000
Not Specified,3 chambres,2 sdbs,Étage 1,"2 Mars, Casablanca",2 600 000
Not Specified,2 chambres,1 sdb,Étage 1,"2 Mars, Casablanca",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 5,"Triangle d'Or, Casablanca",3 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 540 000
76 m²,2 chambres,1 sdb,Étage 4,"Roches Noires, Casablanca",720 000
42 m²,1 chambre,1 sdb,Étage 3,"Maarif, Casablanca",920 000
Not Specified,1 chambre,1 sdb,Étage 4,"Marina, Casablanca",2 500 000
47 m²,1 chambre,1 sdb,Étage 3,"Casablanca Finance City, Casablanca",2 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 092 000
68 m²,2 chambres,1 sdb,Étage 3,"Ain Sebaa, Casablanca",580 000
150 m²,3 chambres,2 sdbs,Étage 1,"Belvédère, Casablanca",1 500 000
80 m²,2 chambres,1 sdb,Étage 4,"Bourgogne, Casablanca",1 100 000
55 m²,2 chambres,2 sdbs,Étage 4,"Ain Sebaa, Casablanca",425 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 020 000
72 m²,1 chambre,2 sdbs,Étage 4,"Ferme Bretone, Casablanca",1 500 000
84 m²,2 chambres,2 sdbs,Étage 3,"Anfa, Casablanca",1 650 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Les Princesses, Casablanca",2 325 000
66 m²,2 chambres,1 sdb,Étage 3,"Gauthier, Casablanca",1 470 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,850 000
Not Specified,2 chambres,1 sdb,Étage 2,"Sidi Bernoussi, Casablanca",700 000
148 m²,3 chambres,2 sdbs,Étage 2,"Maarif, Casablanca",1 900 000
41 m²,1 chambre,1 sdb,Étage 1,"Roches Noires, Casablanca",640 000
114 m²,2 chambres,2 sdbs,Étage 1,"Beauséjour, Casablanca",1 950 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 300 000
105 m²,2 chambres,2 sdbs,Étage 2,"Alsace Lorraine, Casablanca",1 800 000
60 m²,1 chambre,1 sdb,Étage 2,"Bourgogne, Casablanca",1 100 000
47 m²,1 chambre,1 sdb,Étage 5,"Maarif, Casablanca",940 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 150 000
129 m²,2 chambres,3 sdbs,Étage 1,"Casablanca, Aïn Diab",1 820 000
76 m²,3 chambres,2 sdbs,Étage 2,"Casablanca, Almaz",896 800
153 m²,3 chambres,3 sdbs,Étage 3,"Casablanca, Ferme Bretone",2 950 000
54 m²,1 chambre,1 sdb,Étage 4,"Palmier, Casablanca",1 235 000
158 m²,3 chambres,2 sdbs,Étage 5,"Palmier, Casablanca",2 650 000
75 m²,2 chambres,1 sdb,Étage 1,"Ain Sebaa, Casablanca",12 000
Not Specified,Not Specified,Not Specified,Not Specified,Casablanca,4
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 250 000
Not Specified,3 chambres,1 sdb,Étage 3,"Palmier, Casablanca",1 700 000
131 m²,3 chambres,2 sdbs,Étage 4,"Beauséjour, Casablanca",1 800 000
101 m²,1 chambre,2 sdbs,Étage 3,"Aïn Chock, Casablanca",130 000
79 m²,3 chambres,1 sdb,Étage 4,"Aïn Borja, Casablanca",730 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11 500
130 m²,3 chambres,Not Specified,Étage 3,"Bourgogne, Casablanca",2 535 000
113 m²,3 chambres,2 sdbs,Étage 3,"Beauséjour, Casablanca",900 000
73 m²,1 chambre,1 sdb,Étage 1,"Oasis, Casablanca",1 350 000
